,States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
2416,Gujarat Region,2000,0,0.1,0,0,36.1,62.9,301.1,133,13.5,0.2,0,3.6,550.6
2417,Gujarat Region,2001,6.1,0,0,0.2,2.1,216.9,320,256.8,17.8,28.9,0.2,0,849
2418,Gujarat Region,2002,4.1,0,0.1,0,0,234.2,45.8,238.5,113.7,0.6,0.1,0.1,637.2
2419,Gujarat Region,2003,0,6.1,0.1,0,0,209.3,518.7,314.6,109.5,1.9,0,0,1160.3
2420,Gujarat Region,2004,0,0,0,0,4.4,135.5,238.2,553.7,51.8,22.2,0,0,1005.8
2421,Gujarat Region,2005,0,0,0,0,0.3,367.3,378.7,229.4,339.2,1.4,0,0,1316.4
2422,Gujarat Region,2006,0,0,0.8,0,0.2,123.5,576,624.8,140.6,9.2,2.9,0,1478
2423,Gujarat Region,2007,0.1,0.4,0,0,0.3,94,567.8,345.6,169.4,0,1.4,0,1178.9
2424,Gujarat Region,2008,0,0,0,3.1,0.1,58.2,261.9,369.5,204.3,11.6,0.1,2.3,911.1
2425,Gujarat Region,2009,0,0,0.3,0,0,17,390.3,143.5,54.9,27.4,8.1,0,641.6
2426,Gujarat Region,2010,0.2,0,0,0,0,59.3,328.2,431,216.6,12.2,41,0.2,1088.7
2427,Gujarat Region,2011,0,0.2,0,0,0,16.3,259.2,451.7,162.5,0.4,0,0,890.5
2428,Gujarat Region,2012,0.1,0,0,0,0,34.4,178.2,230.3,263.8,7.1,0,0,714
2429,Gujarat Region,2013,0,0.9,0.1,4.6,0,155.7,405.4,211.1,287.3,53.2,0.1,0,1118.6
2430,Gujarat Region,2014,5.7,0.1,0.2,1,1.3,11.6,307.5,138.6,235.1,3.3,1.3,0,705.7
2431,Gujarat Region,2015,1.8,0,6.1,5.5,0.9,120.7,354.7,37.4,93.4,2.2,0.3,0,622.9
2432,Gujarat Region,2016,0,0,0.6,0,0.4,31.8,255.8,303.9,105.3,66.9,0,0,764.9
2433,Gujarat Region,2017,0,0,0,0,0.2,137.7,613.1,179.7,67.2,15.5,0,11,1024.4
2434,Saurashtra & Kutch,1901,1.9,0,0.1,0.2,3.2,9.1,87.8,62.5,12,3.8,0,0.7,181.3
2435,Saurashtra & Kutch,1902,0.1,0,0,0.5,1.1,14.4,92.9,160,123.9,1.5,0.1,6.5,401.1
2436,Saurashtra & Kutch,1903,0.5,0,1.7,0,3.1,10.5,337.9,96.1,61.9,11.1,0,0,522.8
2437,Saurashtra & Kutch,1904,1.4,5.8,17.5,0,0,9.5,111.2,9.4,28.9,0.3,1.7,0,185.6
2438,Saurashtra & Kutch,1905,1.5,1,0.6,0.4,0,6.4,254.5,12.3,12.8,0.4,0,0,290
2439,Saurashtra & Kutch,1906,0.9,28.2,0,0,0,126,161,152.2,56.6,14.9,0,0.6,540.3
2440,Saurashtra & Kutch,1907,0,19.7,0,2.3,0.4,69,201.1,213.7,3.3,0,0,0,509.6
2441,Saurashtra & Kutch,1908,3.6,0,0,0,0,30.2,284.8,198.8,10.4,0.1,0,0,527.9
2442,Saurashtra & Kutch,1909,0.2,3.5,0,3.6,1,99.6,247.5,64.8,157.2,2.3,0,6.7,586.4
2443,Saurashtra & Kutch,1910,0.3,0,0,0.4,0.5,163.8,162.1,194.2,24.7,3.6,0.2,0,549.7
2444,Saurashtra & Kutch,1911,1.5,0,35.5,0,0.5,42.1,12.6,27.4,19.9,0.2,0.2,0.4,140.4
2445,Saurashtra & Kutch,1912,0,0,0.7,0.5,0.3,62.6,428.7,133.5,20.2,2.7,3.4,0,652.6
2446,Saurashtra & Kutch,1913,0,0,0.1,0,0.7,213.1,352.8,122.6,61.9,0.5,0,0.1,751.9
2447,Saurashtra & Kutch,1914,0,9.8,0.4,0,4.9,161.3,118.1,36.5,238,4.2,4.1,0,577.1
2448,Saurashtra & Kutch,1915,1.3,1.3,7.9,7.2,1.3,34.9,99.3,12.3,29.5,50.6,0,0.2,245.8
2449,Saurashtra & Kutch,1916,0,0,0,0,2.7,21,105.7,238.9,98.3,29.3,0,0,495.9
2450,Saurashtra & Kutch,1917,3.4,0.2,0,1.5,57,81.4,215.2,209.9,109.6,208.5,0,0,886.7
2451,Saurashtra & Kutch,1918,0,0,0.6,0.6,3.8,9.9,45,49,8.6,0.2,0,0,117.6
2452,Saurashtra & Kutch,1919,7.5,0,0,1.1,0.9,24.9,170.4,179.6,31.2,18.2,11.3,0,445.1
2453,Saurashtra & Kutch,1920,12.5,4.5,0.3,0.2,20.7,237.7,145.2,52.4,16.5,0,0,0,490.1
2454,Saurashtra & Kutch,1921,0,0,0,0,0,8.6,317.4,79.1,190,2.7,0,0.2,598.1
2455,Saurashtra & Kutch,1922,0,0,0,1,0.1,40.7,127.4,31.5,130.6,1.1,0,2.3,334.9
2456,Saurashtra & Kutch,1923,0,11.4,0,0.5,2.7,2,103.7,69.8,14,0.8,0,0,205
2457,Saurashtra & Kutch,1924,0,0.1,0.1,0,6.7,41,121.3,78.6,62.1,0.3,0,0.4,310.7
2458,Saurashtra & Kutch,1925,0,0,0,0,11.7,200.5,79.9,29.2,7.6,0,11.8,0,340.6
2459,Saurashtra & Kutch,1926,6,0,0.3,2.2,22.1,9.9,250.4,212.3,396.6,1.7,0,0,901.4
2460,Saurashtra & Kutch,1927,0,8.8,0.1,0,1.9,52.5,442.1,47.7,55.8,22,3.5,5.1,639.5
2461,Saurashtra & Kutch,1928,0.6,0,0,0.2,0,4.8,203.4,91.8,88.9,26.9,10.3,0,426.8
2462,Saurashtra & Kutch,1929,5.1,0,0,3.1,0.5,39.6,268.4,63.2,11.5,7.7,1.3,21.3,421.8
2463,Saurashtra & Kutch,1930,4.8,0.5,0,0.1,1.8,124.1,225,38.2,38.5,17.1,0,0.1,450.2
2464,Saurashtra & Kutch,1931,0.2,0.6,0,0.1,3.1,8.1,115,119.2,20.8,60.1,2.5,0,329.7
2465,Saurashtra & Kutch,1932,0,0,0,0,0.3,16.1,384.1,38.5,18.4,35,0,0,492.5
2466,Saurashtra & Kutch,1933,0,4.5,1.2,11.4,103.9,59.6,220.1,242,107,5.9,2.2,0.2,757.9
2467,Saurashtra & Kutch,1934,0,0,0.6,0.1,0,161.6,114.9,104.8,11.4,0.9,4,0,398.4
2468,Saurashtra & Kutch,1935,11.5,0,0,2.5,0,44.8,353,64.6,42.3,4.9,0,0.4,524.1
2469,Saurashtra & Kutch,1936,0,3.2,0.4,0,0.2,114.4,87.8,17.3,114.6,0,32.4,0.8,371.1
2470,Saurashtra & Kutch,1937,0,2.4,0,0,0,117.2,271.4,6,112.2,8.3,0,16.1,533.6
2471,Saurashtra & Kutch,1938,0,0,0,0,10,141.4,114.3,59.2,5.3,15.4,0,0.3,346
2472,Saurashtra & Kutch,1939,0,8.6,2.3,0,0,9,62.2,79.5,11.8,4.1,1.9,0,179.4
2473,Saurashtra & Kutch,1940,7.2,6.4,6.5,0.1,1.7,111.6,87.6,85.6,23.2,2.2,24.5,0,356.5
2474,Saurashtra & Kutch,1941,0.5,3.4,0,0.1,0.8,14.4,347.2,13.4,17.1,2.9,0,2,401.8
2475,Saurashtra & Kutch,1942,1,21,0,0,6,13.2,111.3,146.7,42.9,0,0,0.1,342.2
2476,Saurashtra & Kutch,1943,0.2,0,0,1.8,8.8,62.1,352.7,13.4,71.7,15.8,0.1,0,526.6
2477,Saurashtra & Kutch,1944,0.9,0,2.1,0,4,70,429.5,196.4,13.1,0.3,0,1.3,717.6
2478,Saurashtra & Kutch,1945,10,0,0,0.7,0.4,120.9,328.3,102.9,69.1,0.8,0,0,633.1
2479,Saurashtra & Kutch,1946,0,0.4,0,0.9,3.2,137.1,134.3,156.5,30.3,1.8,8.2,0.6,473.4
2480,Saurashtra & Kutch,1947,0,0,0,64.4,0,1.2,79.1,260.4,151.6,2.1,0,0,558.8
2481,Saurashtra & Kutch,1948,8.2,0,0,0,0.4,13.4,19.4,74.7,72.6,34,23.5,1.4,247.7
2482,Saurashtra & Kutch,1949,0,0.1,0,0,0.9,13.3,236.5,231.8,55.9,3.4,0.3,0,542.3
2483,Saurashtra & Kutch,1950,0.2,0,0,0,0,3.1,386.8,21,62.5,0,0,0,473.6
2484,Saurashtra & Kutch,1951,0,0,0.8,0.8,1.4,40,128.3,87.7,6.9,0.4,18.8,0,285.2
2485,Saurashtra & Kutch,1952,0,0.3,0,0.1,1.7,79.1,279.3,32.7,5.6,1.4,0.7,0,400.8
2486,Saurashtra & Kutch,1953,6.5,0.3,0.3,0,0,66.3,112.1,450.3,69.7,1,0,0,706.6
2487,Saurashtra & Kutch,1954,1.9,1.1,3.5,0,0.4,47.6,180.6,207,154.9,0.8,0.5,1.5,599.8
2488,Saurashtra & Kutch,1955,0,0,0.9,0,0.9,26.3,26.5,140.8,181,8.3,0,0.4,385.1
2489,Saurashtra & Kutch,1956,0.3,0.2,0,0.2,1.2,81.3,318.8,175.4,100.4,59,1.8,0.4,739.1
2490,Saurashtra & Kutch,1957,1.7,0,0.1,0.1,1.5,78.6,197.7,90.4,8,1.5,18.1,0.8,398.5
2491,Saurashtra & Kutch,1958,0.9,0.5,0.3,3.3,0.5,43.5,159.9,80.8,213.9,34.6,10.1,3.4,551.6
2492,Saurashtra & Kutch,1959,0.9,0,0,2.2,1.7,66.5,549.1,69,210.2,116.7,4.6,0,1020.9
2493,Saurashtra & Kutch,1960,0.1,0,0.5,0,5.9,122.4,132.5,42.9,32.4,0.5,0,0,337.2
2494,Saurashtra & Kutch,1961,1,7,4.8,0,2,125.9,294,127.2,178.8,12.1,0.2,0,752.9
2495,Saurashtra & Kutch,1962,0,0,0.7,0.7,2.8,24,136.9,103.2,90.3,0.3,12.7,0.2,371.8
2496,Saurashtra & Kutch,1963,0.5,0,1,1.5,0.5,25,83.1,123.6,65.8,45.4,32.5,0.2,379.1
2497,Saurashtra & Kutch,1964,0.2,0,0,0,1.6,105.5,168.4,184.9,78.8,0.1,0,0,539.5
2498,Saurashtra & Kutch,1965,5.5,0,0,0.3,0.2,1.4,285.7,112.1,13.7,0.2,2.1,0,421.3
2499,Saurashtra & Kutch,1966,0.2,0,0,0,0.2,74.7,167.3,6.8,76.5,0.7,0.1,0,326.5
2500,Saurashtra & Kutch,1967,0,0,46.2,0.7,0.2,106.2,467.4,61.2,30.8,0.1,0,25.6,738.6
2501,Saurashtra & Kutch,1968,1.1,1,0.9,0,0.6,11,104.9,165.2,24.2,5.1,0.6,0,314.6
2502,Saurashtra & Kutch,1969,0,0.2,0,0,0,44.2,176.3,35.5,26.9,0.3,6.4,0.2,290
2503,Saurashtra & Kutch,1970,0.1,0.1,0.4,0.2,7.6,70.2,215.7,327.5,196,17.7,0.1,0,835.8
2504,Saurashtra & Kutch,1971,0.3,0,0,0.3,2,147.1,176.8,134.1,52.2,0.9,0,0,513.6
2505,Saurashtra & Kutch,1972,0.1,3.4,0,0,0.3,87,98.8,24.9,7.2,0.4,0,0,222.1
2506,Saurashtra & Kutch,1973,0.8,0.1,0,0,0.5,50.8,177.2,78.6,75.3,7,0,0,390.3
2507,Saurashtra & Kutch,1974,0,0,0,0.2,10.3,16.1,56.4,26.1,45.6,29.6,0,0.4,184.7
2508,Saurashtra & Kutch,1975,0.7,0,0,0,0,101.2,87.5,189.3,200,103.3,0,0,682.1
2509,Saurashtra & Kutch,1976,1,0.1,1,0,0,103.7,237.8,188.2,64.8,2.3,26.6,0,625.5
2510,Saurashtra & Kutch,1977,1,0,0,0,7.7,161,198.2,88.6,98.9,0.9,7.8,0,564.1
2511,Saurashtra & Kutch,1978,0,0.7,0,2.5,0,157.4,104.2,170.3,11.1,9.7,32.1,0.5,488.6
2512,Saurashtra & Kutch,1979,0,3.3,0,0,0.1,143.5,34.7,634,37,12.2,89.7,1,955.4
2513,Saurashtra & Kutch,1980,0.3,0.2,0,0,0,321.8,231.6,58.1,15.1,0.1,0.9,7.8,635.8
2514,Saurashtra & Kutch,1981,0.7,0,0,0,0.7,46,284.5,163.8,89.5,32.8,87,0,705
2515,Saurashtra & Kutch,1982,0.1,0,0,0.3,20.5,5.2,136.7,114.1,16.9,0.7,106.7,0,401.3
2516,Saurashtra & Kutch,1983,0.2,0.1,0,1.3,0.5,210.2,211.8,246.3,67.8,20.3,0,0,758.4
2517,Saurashtra & Kutch,1984,0,0,0,0,0,57.7,116.7,153.2,116.1,0,0,0,443.7
2518,Saurashtra & Kutch,1985,0,0,0,0,5.1,12,103.3,118.6,17.7,42.1,0,0,298.8
2519,Saurashtra & Kutch,1986,0,0,0.2,0,2.2,167.8,30.4,93,4.8,0,0,0.1,298.5
2520,Saurashtra & Kutch,1987,0,0,0.4,0,0.1,31.4,18.4,33.5,2.1,0.1,3.2,3.3,92.7
2521,Saurashtra & Kutch,1988,0,0,0,1.1,0.1,12.7,495.8,110.8,131,0.8,0,0,752.3
2522,Saurashtra & Kutch,1989,1.8,0,0.2,0,0,134.5,256.6,60.6,41.3,3.1,0,0,498.2
2523,Saurashtra & Kutch,1990,0,2.3,0.4,0,5.9,32.9,16.9,259.4,70.1,18.8,0.1,1.1,407.9
2524,Saurashtra & Kutch,1991,0,0,0,0,0,13.3,155.6,44.2,5.4,0,0,0.3,218.7
2525,Saurashtra & Kutch,1992,1.8,0.2,0,0,0.1,45.1,343.2,111.9,88.7,9.5,0.2,0,600.7
2526,Saurashtra & Kutch,1993,1.5,4.8,0,0,0,41.4,140.6,4,70.1,30.5,17.2,2.5,312.7
2527,Saurashtra & Kutch,1994,1,0,0,0,0,99.4,403.1,137.5,231.6,0.2,0,0,872.8
2528,Saurashtra & Kutch,1995,0,0,0.2,0,0,3,259.1,45.4,42.5,23.9,0,0,374.1
2529,Saurashtra & Kutch,1996,0.4,0,0,0.1,0,137.1,162.1,23.9,11.8,39,0,0,374.4
2530,Saurashtra & Kutch,1997,0.8,0,0.6,0.3,3,189.8,137.4,95.7,170.7,1.9,0,0,600.2
2531,Saurashtra & Kutch,1998,0,0,0,0,0,109.1,149.6,94.4,62.1,150,1.6,0,566.9
2532,Saurashtra & Kutch,1999,1.3,10.5,0,0,131.9,60.6,42.3,17.4,23.9,92.9,0,0,380.7
2533,Saurashtra & Kutch,2000,0,0,0,0,2.9,5.4,224.7,46.2,4.5,2.2,0,0.1,286.1
2534,Saurashtra & Kutch,2001,0,0,0,0.2,0.9,172.9,191.1,116.9,20.6,7.6,0,0,510.2
2535,Saurashtra & Kutch,2002,0,0,0,0,0,166.4,8,117.5,15.1,0.2,0.2,0.6,308.1
2536,Saurashtra & Kutch,2003,0,0.4,0,0,0,68.2,402.2,190.7,21.7,3,0,0,686.2
2537,Saurashtra & Kutch,2004,0.2,0,0,0,13.6,95,90,227.7,36.1,19.7,0,0,482.2
2538,Saurashtra & Kutch,2005,0,0,0,0.2,0.2,201.2,126.7,68.4,233.1,1.7,0,0,631.6
2539,Saurashtra & Kutch,2006,0,0,1.9,0,0,66.2,373.4,189.8,68.2,1.4,0.3,0.6,701.8
2540,Saurashtra & Kutch,2007,0,1.9,0.1,0,0.2,114.1,209.2,405.4,157,1.7,1.2,0,890.7
2541,Saurashtra & Kutch,2008,0.1,0.1,0.1,0.5,0,96,150.3,115.1,231.6,5.8,0.6,7.7,607.9
2542,Saurashtra & Kutch,2009,0,0,0,0,0,68.1,409.1,106,8.8,3.3,1.5,0,596.9
2543,Saurashtra & Kutch,2010,0.1,0,0,0,0.1,71.1,393.8,391.3,187.6,11.6,64.3,0,1119.9
2544,Saurashtra & Kutch,2011,0,1.4,0,0,0,26,212.7,290.9,210.1,1.2,0.1,0,742.5
2545,Saurashtra & Kutch,2012,0,0,0,0.2,0.1,22.4,34.7,34.5,228.5,2.4,0,1,323.8
2546,Saurashtra & Kutch,2013,1.7,0.2,0.1,8.5,0.1,127.7,171.2,83.3,260.2,28.6,0,0,681.8
2547,Saurashtra & Kutch,2014,0.3,0,0.1,0.5,2.1,17.3,137.7,118.8,99.2,5.2,2.7,0,383.9
2548,Saurashtra & Kutch,2015,0.9,0,4.4,2.1,0.8,112.6,226.7,10.6,79.9,3.3,0.3,0,441.7
2549,Saurashtra & Kutch,2016,0,0,0.3,0,1.1,31.3,110,216,59.6,64.7,0,0,482.9
2550,Saurashtra & Kutch,2017,0.1,0,0,0,0.1,81.8,368.6,153.5,41.8,4.8,0,1.3,652.1
2551,Konkan & Goa,1901,5.6,0.1,0.4,35.7,19.9,746.1,1075.5,748,117.4,38.6,5.4,0.1,2792.9
2552,Konkan & Goa,1902,0.3,0,0,0.4,7.6,428.2,943.6,515.1,613.8,74.3,42.7,48,2673.9
2553,Konkan & Goa,1903,0,0,0.1,0,201.1,470.5,1298.6,673.9,285.1,140.8,12.4,1.7,3084.3
2554,Konkan & Goa,1904,0,0.1,6.6,6.3,4.6,975.8,771.7,321.3,217,90.3,0,0,2393.7
2555,Konkan & Goa,1905,0.1,0.1,0,0.4,8.6,293.7,770.6,305.5,208.3,83.5,12.1,0,1682.8
2556,Konkan & Goa,1906,5,0.9,0,0,2.9,547.4,1090.9,506.7,222.5,31.6,10.2,0.7,2418.9
2557,Konkan & Goa,1907,1.7,1,0,20.1,0,583.1,1170.9,811.5,164,11.4,1.9,0.9,2766.6
2558,Konkan & Goa,1908,0.9,1.1,0,2.3,1,440,1391.8,649.8,222.4,24.6,1.6,0,2735.5
2559,Konkan & Goa,1909,0.1,0,0.1,0.3,7.8,759.5,1301.8,381.5,384.4,17.5,7.4,0.1,2860.5
2560,Konkan & Goa,1910,0,0,0.3,0,2.6,832.4,407.8,763.2,374.6,121.4,41.7,0,2544
2561,Konkan & Goa,1911,0.2,0,3.2,0,17.1,543.6,585.6,750.3,175.5,34.2,21.4,3.6,2134.7
2562,Konkan & Goa,1912,0,0,0,4.1,28.9,671,1242.9,541.7,135.2,71.9,97.5,0,2793.3
2563,Konkan & Goa,1913,0,0,0,1.3,18.7,897.9,1074.3,321.8,194.4,107.5,1.6,0,2617.4
2564,Konkan & Goa,1914,0,0.8,0,0.8,1.6,706.9,1370.3,797.6,549.9,21.9,11.2,3.6,3464.6
2565,Konkan & Goa,1915,0,4.7,5.9,10.2,7.7,845.1,734.4,355.1,412.2,137.4,12.8,0.3,2525.8
2566,Konkan & Goa,1916,0,0,0,2.4,39.9,832.7,765.6,851.1,620.1,204.7,86.1,0,3402.6
2567,Konkan & Goa,1917,0,18.4,1.2,0.3,17.5,807.6,675.1,902.5,567.7,408,32.6,0,3430.9
2568,Konkan & Goa,1918,0.1,0,3.3,0.1,345.4,334.1,424.7,578.1,123.6,5.8,52,0,1867.3
2569,Konkan & Goa,1919,2.5,0,0,0,9.6,643.6,1120.2,643.5,276.8,124.5,20.6,10.5,2851.7
2570,Konkan & Goa,1920,14,1.2,0,12,5.1,424.9,824,360.8,226.7,52.4,2.9,0,1924.1
2571,Konkan & Goa,1921,0.3,0,0.1,4.8,0,658.1,1102.5,611.8,450.4,57.5,13.7,0,2899.2
2572,Konkan & Goa,1922,0,0,0,6.3,13.4,774.3,1290.6,339.3,261.1,41.4,90,1.2,2817.5
2573,Konkan & Goa,1923,0,0.5,4.7,1.3,7.8,259.4,1643.9,480.7,363.7,8.3,0.1,0,2770.5
2574,Konkan & Goa,1924,0,0,0.1,0.1,0.4,522.5,932.2,641.7,324.4,19,3.8,0,2444.3
2575,Konkan & Goa,1925,0.1,0,7.4,5.2,121,800.9,655.5,501.5,120.4,74.6,18.6,0,2305.1
2576,Konkan & Goa,1926,31.8,0,0,0,1.5,306.1,1203.6,1149.6,432.9,39.2,1.1,0,3165.9
2577,Konkan & Goa,1927,0,0.2,0.2,0,5.5,785.6,1030.3,416.6,240.9,178.8,87.3,1.6,2747
2578,Konkan & Goa,1928,0,1.3,0.2,3.1,1.1,657,1159.4,939.9,264.5,137.9,7.7,0.4,3172.4
2579,Konkan & Goa,1929,1,0,3.2,14.9,6.2,773.8,767.6,516,250.9,152.4,11.2,12.1,2509.4
2580,Konkan & Goa,1930,0,0.2,0.1,0.3,12.5,1024.9,690.5,427.3,542.6,136.2,10.6,0.6,2845.7
2581,Konkan & Goa,1931,0,0,0.1,1.7,1.8,344.9,1867.2,944.9,307.1,458.9,51.5,21.2,3999.3
2582,Konkan & Goa,1932,0.5,0,0,2.9,45.9,435.3,1248.1,485.6,456.2,259.1,21.1,8.2,2962.9
2583,Konkan & Goa,1933,0,0.1,1.6,15.3,129.2,816.5,909,758.6,485.8,179.7,19.2,28.4,3343.4
2584,Konkan & Goa,1934,0.7,0,0.3,2.7,0.7,1060.2,893,870.7,329.7,60.3,53.5,0.5,3272.3
2585,Konkan & Goa,1935,0.2,0.1,0,0,0,700.3,879.9,466.5,419.7,64.3,11,0.6,2542.7
2586,Konkan & Goa,1936,0,0,0.1,0.3,23.2,993.2,712.9,534.9,376.2,62.1,79.1,1.3,2783.4
2587,Konkan & Goa,1937,0,4,0.1,53.5,2.4,826.9,1492.9,270.1,378.1,159.2,4,0.7,3192
2588,Konkan & Goa,1938,0,0.4,4,2.1,55.2,1118.1,908.2,634.8,345.6,400,27,0.1,3495.5
2589,Konkan & Goa,1939,0.2,0,0.4,5.8,0.1,509.6,1116.8,817.1,227.9,58,22.7,0,2758.6
2590,Konkan & Goa,1940,4.8,6.1,2.8,1.9,7.9,668.3,1105.9,987.1,328.9,172.7,26.7,0.6,3313.7
2591,Konkan & Goa,1941,17.1,0.2,0.1,1,5.1,602.7,718,282,194.6,61.4,0.2,7.3,1889.6
2592,Konkan & Goa,1942,0,0,0,3.3,2.6,987.6,1386.3,536.7,312,37.1,1.4,12.4,3279.5
2593,Konkan & Goa,1943,3.6,0,0.1,0,200,788,1313.1,281.8,468.4,168.4,27.8,0,3251.3
2594,Konkan & Goa,1944,0.1,0,0.7,0,17.5,542.5,1456,658.6,85.7,177,14.1,0,2952.1
2595,Konkan & Goa,1945,8.8,0,0,0.9,1.1,733.2,1394.2,709.4,348.4,44.9,3.6,0,3244.5
2596,Konkan & Goa,1946,0,0,0,14.4,30,787.9,1085.7,878.9,334,47.3,170.4,10.4,3358.9
2597,Konkan & Goa,1947,4.9,0,5.8,67.3,7.5,398.3,1133.9,919.2,497.5,50.8,2,2.9,3090.1
2598,Konkan & Goa,1948,10.5,0,0.2,2.3,7.2,599.3,1080.4,797.3,376.6,77.7,168.1,0,3119.8
2599,Konkan & Goa,1949,0.2,0,0.1,1.3,128.9,442.2,1147.3,594.7,782.3,108.3,8.4,0,3213.7
2600,Konkan & Goa,1950,0,0,0.2,0.2,21.3,364.1,1336.1,302.6,777.5,119.1,8.1,0,2929.2
2601,Konkan & Goa,1951,0,0,2.5,9.8,22.7,730.4,1114.7,507.6,129,296.3,36.3,0,2849.4
2602,Konkan & Goa,1952,0,0,0,2.8,23.5,729.4,1013.1,512.3,87.5,151.5,0,1.8,2522
2603,Konkan & Goa,1953,0,0,0,15.4,0,910.3,1321.9,713.3,210.5,156.1,0.2,0,3327.8
2604,Konkan & Goa,1954,0,2.4,3.5,7.2,3.9,581.5,1470.8,912.8,750.7,48.9,0.1,8.6,3790.3
2605,Konkan & Goa,1955,0.2,0,2.2,11.6,34.2,779.2,995.9,1299.8,463,297.1,14.2,0,3897.5
2606,Konkan & Goa,1956,0,0.3,0,5.8,176.4,780.2,1325.8,700.8,433.4,195,46,0,3663.7
2607,Konkan & Goa,1957,0,0,0,1.7,30.6,593.8,1175,1051.7,130.6,86.6,52.9,0.6,3123.5
2608,Konkan & Goa,1958,0.2,0.1,0.2,9,34.8,1044.5,1280.2,1177.9,383.7,54.8,14.7,0.2,4000.2
2609,Konkan & Goa,1959,0,0,0,6,36.2,750.1,1357.1,690.9,521.8,201.4,24.8,0.3,3588.6
2610,Konkan & Goa,1960,0,0,0,1.1,81,920.1,1140.9,501.8,285.1,82,15.3,0.5,3027.7
2611,Konkan & Goa,1961,0,5.2,0,2.3,182.2,738,1543.3,712.6,486.1,248.9,2.4,0,3921
2612,Konkan & Goa,1962,0.2,0,0.1,0.7,129.5,435.5,1355.1,880.4,525.9,48.8,12.8,96.2,3485.1
2613,Konkan & Goa,1963,0,0.1,0.1,1.1,7.6,594.5,1178.8,1414.7,306.3,91.9,11.7,0,3606.8
2614,Konkan & Goa,1964,0,0,0,0.9,5.2,690.3,908.3,1031.8,378.9,158,18.9,0.4,3192.7
2615,Konkan & Goa,1965,3.4,0,0,5.7,0.1,817.6,1393.7,608.8,147.5,8.9,2.2,83.7,3071.5
2616,Konkan & Goa,1966,0,0,0,0.2,64.7,370,1168.8,224.1,443.5,43.9,111.3,1.1,2427.5
2617,Konkan & Goa,1967,0,0,7.7,0.8,7.5,768.9,1109.2,416.9,317.1,109.6,0.7,14,2752.3
2618,Konkan & Goa,1968,0,0.3,0.1,6,1.5,556.9,1134.7,318.7,202.1,130.4,8.6,0,2359.4
2619,Konkan & Goa,1969,0,0,0,1.1,2.4,666.5,1282.2,527.1,586,37.9,23.2,0.9,3127.4
2620,Konkan & Goa,1970,0,0,0,1.5,74.5,963.3,993.8,1164.8,312.7,85.8,0,0.2,3596.6
2621,Konkan & Goa,1971,0,0,0,0.3,85.1,1011.9,650.8,602,362.6,40.4,0.9,0,2754
2622,Konkan & Goa,1972,0,0.1,0,0.6,10.7,662,731.6,293.9,138.8,8.5,26.8,0,1873
2623,Konkan & Goa,1973,0,0.4,0,0,3.1,455.9,922.1,910.6,437.4,103.6,2.9,0.2,2836.3
2624,Konkan & Goa,1974,0.7,0,0,6.8,73.9,508.2,1133,774.4,351.1,238.6,0,0,3086.7
2625,Konkan & Goa,1975,0,0.1,0,1,13.6,856.9,1027,848,556,192.7,20.2,0,3515.4
2626,Konkan & Goa,1976,0,0,1.6,0.4,4.5,635.1,1279.2,690.1,360.7,20.3,71,0,3063
2627,Konkan & Goa,1977,0,0,0.8,1.3,10.3,583,1384.6,580.5,386.9,77,78.8,0.2,3103.3
2628,Konkan & Goa,1978,0,0,0,8.3,86.6,946.2,907.2,575.4,243,67.2,48.8,2.8,2885.6
2629,Konkan & Goa,1979,0,0.7,0.1,0,0.3,653.1,797.2,687.2,266.5,26.8,77.3,0,2509.2
2630,Konkan & Goa,1980,0,0,0,3.5,2.9,877.7,749.9,851.8,166.4,20.7,26.1,25.2,2724.3
2631,Konkan & Goa,1981,0.6,0,0,0.1,4.2,773.9,1073,708.6,480.6,59.1,24.5,0.1,3124.7
2632,Konkan & Goa,1982,0,0,0,0,14.5,558.4,987.1,810.8,216.3,42.1,69.6,0,2698.9
2633,Konkan & Goa,1983,0,0,0,0.3,0.4,655.3,1073.2,1331.2,638.8,102.4,9.7,3.2,3814.5
2634,Konkan & Goa,1984,0,0.2,0.1,0.9,0.3,728,1090.5,421.4,220.5,118.7,2.9,0.3,2583.6
2635,Konkan & Goa,1985,0,0,0,0.4,23.3,1000,921.3,663.1,153.1,204.8,2.5,0,2968.5
2636,Konkan & Goa,1986,0,0,0,0.1,1,777.2,543.2,670.9,65,15.6,53.6,1,2127.7
2637,Konkan & Goa,1987,0,0,0,0.6,9,612,832.2,835.6,149.3,166.8,20.2,9.3,2635
2638,Konkan & Goa,1988,0,0,0,4.3,1.3,506.1,1432.1,664.4,617.9,66.9,0,0,3293
2639,Konkan & Goa,1989,0,0,0.6,1,4,733.1,943,704.9,300.5,80.7,3.6,0,2771.5
2640,Konkan & Goa,1990,0,0,0.1,0,193.9,802.1,873.7,1164.2,323.2,190,20.8,0,3568
2641,Konkan & Goa,1991,0,0,0,6.4,14.7,759.2,1461.4,598.8,92.7,20.3,0.8,0.3,2954.6
2642,Konkan & Goa,1992,0,0,0,0,6.2,493,822.9,1093.1,343.4,79,2.8,0,2840.4
2643,Konkan & Goa,1993,0,0,0.6,0.1,11.4,587.7,1394.1,648.7,597.2,227.6,9.4,4,3480.9
